ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.1946624803767661,0.5671802995391705,0.4164968096419709,0.9806214979056258,0.3139240506329114,0.20422818159418527,-0.24403342828259442,-0.9666689915253772,-0.699614649747966
